element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
V,1,"=""461.7818""","=""0.0005""","=""12000""","=""""",,"=""22496.546""","=""44145.718""","=""3d4.(1I).4s""","=""2I""","=""11/2""","=""3d4.(1G2).4p""","=""t 2H*""","=""9/2""",,"=""""","=""L15916""",
Ne,1,"=""461.7837""","=""0.0001""","=""700""","=""""",,"=""149824.2215""","=""171473.311""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
Ti,4,"=""461.8114""","=""""","=""15*""","=""""",,"=""278511.23""","=""300158.76""","=""3p6.5g""","=""2G""","=""9/2""","=""3p6.6h""","=""2H*""","=""9/2""",,"=""""","=""L2753,L11926""",
Ti,4,"=""461.8114""","=""""","=""15*""","=""""",,"=""278510.63""","=""300158.76""","=""3p6.5g""","=""2G""","=""7/2""","=""3p6.6h""","=""2H*""","=""9/2""",,"=""""","=""L2753""",
Ti,4,"=""461.8114""","=""""","=""15*""","=""""",,"=""278511.23""","=""300158.76""","=""3p6.5g""","=""2G""","=""9/2""","=""3p6.6h""","=""2H*""","=""11/2""",,"=""""","=""L2753""",
Sn,2,"=""461.82359""","=""0.00010""","=""90""","=""6.4e+05""",C+,"=""50730.224""","=""72377.4484""","=""5s.5p2""","=""4P""","=""5/2""","=""5s2.6p""","=""2P*""","=""3/2""",,"=""T8718""","=""L3149""",
Th,1,"=""461.82580""","=""0.00009""","=""16""","=""""",,"=""18930.29333""","=""40577.4147""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Pm,1,"=""461.840""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
C,2,"=""461.840""","=""0.009""","=""87h,u""","=""1.93e+08""",B+,"=""199941.27""","=""221587.20""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2G""","=""7/2""",,"=""T2440""","=""L1176""",
Pm,1,"=""461.849""","=""""","=""400r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
V,2,"=""461.8521""","=""0.0009""","=""200""","=""2.6e+06""",C,"=""44658.000""","=""66303.935""","=""3d2.4s2""","=""c 1D""","=""2""","=""3d3.(2F).4p""","=""x 1F*""","=""3""",,"=""T9770""","=""L18516""",
Fe,1,"=""461.87574""","=""0.00006""","=""1660""","=""1.36e+05""",B,"=""23783.619""","=""45428.402""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",,"=""T5720""","=""L11631""",
V,1,"=""461.8795""","=""0.0004""","=""47000""","=""1.88e+05""",B,"=""8476.234""","=""30120.823""","=""3d4.(5D).4s""","=""a 4D""","=""3/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 4P*""","=""5/2""",,"=""T9399""","=""L15916""",
Cr,2,"=""461.880671""","=""0.000013""","=""240""","=""6.1e+06""",D,"=""32854.9399""","=""54499.4907""","=""3d5""","=""b 4F""","=""5/2""","=""3d4.(5D).4p""","=""z 4D*""","=""3/2""",,"=""T3963n""","=""L18847""",
Ho,1,"=""461.884""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""461.89128""","=""0.00006""","=""20""","=""""",,"=""12847.96912""","=""34492.0209""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
Tm,2,"=""461.906""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,2,"=""461.91658""","=""""","=""1000""","=""8.1e+07""",D,"=""118474.359""","=""140117.228""","=""4s2.4p4.(3P).5s""","=""2P""","=""3/2""","=""4s2.4p4.(3P).5p""","=""2D*""","=""5/2""",,"=""T3408""","=""L605""",
Th,1,"=""461.92231""","=""0.00021""","=""7""","=""""",,"=""19588.36224""","=""41230.9729""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4""",,"=""""","=""L3552""",
C,2,"=""461.923""","=""0.009""","=""150h,u""","=""2.06e+08""",B,"=""199983.13""","=""221625.69""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2G""","=""9/2""",,"=""T10528""","=""L1176""",
Fe,1,"=""461.92877""","=""0.00006""","=""2450""","=""5.2e+06""",D,"=""29056.324""","=""50698.620""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""2""",,"=""T2578n""","=""L11631""",
Tb,2,"=""461.936""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""461.9448""","=""""","=""4c""","=""""",,"=""17107.01""","=""38748.44""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Th,2,"=""461.947939""","=""0.000019""","=""660""","=""""",,"=""9238.02035""","=""30879.41982""","=""5f.6d.(1G*).7s""","=""*""","=""9/2""","=""5f.7s.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Ta,1,"=""461.9512""","=""""","=""260""","=""5.3e+06""",B+,"=""9253.43""","=""30894.67""","=""5d3.6s2""","=""a 4P""","=""5/2""","=""5d3.6s.(5P).6p""","=""z 4S*""","=""3/2""",,"=""T4976""","=""L7593,L3475""",
Hf,1,"=""461.9520""","=""0.0011""","=""820""","=""""",,"=""16766.637""","=""38407.849""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d2.(a 3F).6s.(a 2F).6p""","=""w 3D*""","=""3""",,"=""""","=""L16323""",
Ti,1,"=""461.9520""","=""0.0003""","=""49""","=""""",,"=""18825.782""","=""40466.987""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d.4s2.4p""","=""v 3P*""","=""2""",,"=""""","=""L10989""",
Cr,1,"=""461.95328""","=""0.00005""","=""190""","=""1.6e+07""",D,"=""24093.1182""","=""45734.2670""","=""3d4.4s2""","=""a 3P""","=""2""","=""3d5.(4P).4p""","=""y 3P*""","=""2""",,"=""T3963""","=""L14866""",
Th,2,"=""461.95615""","=""0.00003""","=""190""","=""""",,"=""14484.32431""","=""36125.3419""","=""5f.6d.(3H*).7s""","=""2H*""","=""11/2""","=""5f2.(3F).6d""","=""""","=""9/2""",,"=""""","=""L5951""",
Xe,2,"=""461.957""","=""""","=""1*""","=""""",,"=""132741.15""","=""154382.83""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(1D<2>).6d""","=""2[1]""","=""1/2""",,"=""""","=""L6925""",
Xe,2,"=""461.957""","=""""","=""1*""","=""""",,"=""108423.07""","=""130063.96""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(1D<2>).6p""","=""2[3]*""","=""7/2""",,"=""""","=""L6925""",
Th,1,"=""461.96263""","=""0.00006""","=""38""","=""""",,"=""18053.617845""","=""39694.3296""","=""6d.7s2.7p""","=""3F*""","=""4""","=""5f.6d2.7p ""","=""5I""","=""5""",,"=""""","=""L5951""",
Cu,2,"=""461.9659""","=""0.0003""","=""82""","=""""",,"=""116387.7873""","=""138028.384""","=""3d9.(2D<5/2>).4d""","=""2[5/2]""","=""2""","=""3d9.(2D<3/2>).4f""","=""2[3/2]*""","=""1""",,"=""""","=""L869c171""",
Si,3,"=""461.966""","=""""","=""7""","=""2.89e+07""",B,"=""226527.42""","=""248168.04""","=""3p.4s""","=""3P*""","=""1""","=""3p.4p""","=""3P""","=""2""",,"=""T6298c4,LS""","=""L4833""",
Pm,1,"=""461.975""","=""""","=""500r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
V,1,"=""461.97769""","=""0.00012""","=""1600000""","=""6.4e+05""",B+,"=""323.432""","=""21963.437""","=""3d3.4s2""","=""a 4F""","=""7/2""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4G*""","=""7/2""",,"=""T9399""","=""L15916""",
Ti,3,"=""461.9782""","=""""","=""6""","=""5.6e+07""",D,"=""149019.75""","=""170659.72""","=""3p6.3d.5p""","=""3P*""","=""0""","=""3p6.3d.5d""","=""3P""","=""1""",,"=""T1216""","=""L3593""",
Sc,1,"=""461.9818""","=""0.0010""","=""2""","=""""",,"=""16141.0012""","=""37780.858""","=""3d.4s.(3D).4p""","=""4D*""","=""5/2""","=""3d.4s.(1D).5s""","=""2D""","=""3/2""",,"=""""","=""L4189c12""",
La,2,"=""461.988""","=""""","=""410""","=""""",,"=""14147.98""","=""35787.53""","=""4f.(2F*<5/2>).6s<1/2>""","=""(5/2,1/2)*""","=""2""","=""4f.(2F*<5/2>).6p<1/2>""","=""(5/2,1/2)""","=""2""",,"=""""","=""L3475""",
Rh,1,"=""461.991""","=""""","=""14""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ba,1,"=""461.9920""","=""""","=""40""","=""2.7e+06""",C+,"=""12266.024""","=""33905.358""","=""6s.6p""","=""3P*""","=""0""","=""6s.8s""","=""3S""","=""1""",,"=""T5495""","=""L9224""",
N,5,"=""461.998""","=""0.005""","=""250""","=""4.10e+07""",A,"=""456126.6""","=""477765.7""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""L4829""",
In,2,"=""461.9987""","=""0.0021""","=""410""","=""""",,"=""123664.85""","=""145303.91""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
Kr,2,"=""461.999""","=""""","=""5h""","=""""",,"=""140161.462""","=""161800.17""","=""4s2.4p4.(3P).5p""","=""4D*""","=""1/2""","=""4s2.4p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L7386""",
Dy,2,"=""462.003""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ag,2,"=""462.00358""","=""0.00006""","=""170""","=""2.1e+05""",C,"=""89134.7240""","=""110773.5186""","=""4d9.(2D<3/2>).5p""","=""2[5/2]*""","=""3""","=""4d8.5s2""","=""1D""","=""2""",,"=""T3754""","=""L11881c113""",
Rb,2,"=""462.0066""","=""0.0005""","=""15""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2590""",
U,1,"=""462.021""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""462.024084""","=""0.000023""","=""360""","=""""",,"=""7280.123222""","=""28917.95572""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
V,1,"=""462.0257""","=""0.0006""","=""8300*""","=""""",,"=""23519.872""","=""45157.655""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4F*""","=""9/2""","=""3d3.4s.(5F).4d""","=""g 6D""","=""9/2""",,"=""""","=""L15916""",
V,1,"=""462.0257""","=""0.0006""","=""8300*""","=""""",,"=""15724.229""","=""37361.951""","=""3d4.(3F2).4s""","=""b 4F""","=""7/2""","=""3d4.(3H).4p""","=""v 2G*""","=""9/2""",,"=""""","=""L15916""",
Sc,4,"=""462.0295""","=""""","=""5bl""","=""""",,"=""522304.5""","=""543942.1""","=""3s2.3p5.(2P*<3/2>).5g""","=""2[7/2]*""","=""4""","=""3s2.3p5.(2P*<3/2>).6h""","=""2[9/2]""","=""5""",,"=""""","=""L2826""",
C,2,"=""462.035""","=""0.003""","=""70*""","=""7.8e+06""",D+,"=""168124.17""","=""189761.84""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.8f""","=""2F*""","=""5/2""",,"=""T7476""","=""L21568""",
C,2,"=""462.035""","=""0.003""","=""70*""","=""8.32e+06""",B,"=""168124.37""","=""189761.85""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""7/2""",,"=""T7476""","=""L21568""",
C,2,"=""462.035""","=""0.003""","=""70*""","=""5.5e+05""",D+,"=""168124.37""","=""189761.84""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""5/2""",,"=""T7476""","=""L21568""",
Al,4,"=""462.035""","=""""","=""15""","=""""",,"=""802907.5""","=""824544.7""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""""","=""L2829""",
Cr,1,"=""462.040""","=""0.003""","=""2""","=""""",,"=""27816.7783""","=""49453.867""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 3G*""","=""4""",,"=""""","=""L808""",
Xe,3,"=""462.042""","=""0.005""","=""6""","=""""",,"=""162957.50""","=""184594.45""","=""5s2.5p3.(2P*).5d""","=""1F*""","=""3""","=""5s2.5p3.(2P*).6p""","=""3D""","=""3""",,"=""""","=""L10579""",
Th,1,"=""462.04476""","=""0.00003""","=""300""","=""""",,"=""13088.56115""","=""34725.4253""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Ag,2,"=""462.04712""","=""0.00006""","=""85""","=""""",,"=""83625.5147""","=""105262.2691""","=""4d9.(2D<5/2>).5p""","=""2[3/2]*""","=""1""","=""4d8.5s2""","=""3P""","=""2""",,"=""""","=""L11881c113""",
Fe,2,"=""462.0513""","=""0.0015""","=""60""","=""2.5e+04""",C+,"=""22810.3459""","=""44446.9051""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(5D).4p""","=""z 4D*""","=""7/2""",,"=""T7589""","=""L7357,L18198""",
W,1,"=""462.0520""","=""""","=""15""","=""""",,"=""19535.01""","=""41171.44""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
Au,1,"=""462.056""","=""""","=""100w""","=""""",,"=""46174.979""","=""67811.5""","=""5d9<5/2>.6s<1/2>.6p<1/2>""","=""4F*""","=""5/2""","=""5d9.6s.(3D<3>).7s""","=""4D""","=""7/2""",,"=""""","=""L1336""",
Cs,3,"=""462.0609""","=""0.0005""","=""250000""","=""2.36e+07""",,"=""164489.795""","=""186125.895""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""3/2""",,"=""T8611""","=""L14869""",
Th,1,"=""462.06743""","=""0.00005""","=""50""","=""""",,"=""10526.544406""","=""32162.34702""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Th,1,"=""462.07051""","=""0.00021""","=""12""","=""""",,"=""15970.09583""","=""37605.7352""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L3552""",
Th,2,"=""462.07258""","=""0.00006""","=""18""","=""""",,"=""17121.62038""","=""38757.1817""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""","=""5f2.(1D).7s""","=""""","=""3/2""",,"=""""","=""L5951""",
In,2,"=""462.0728""","=""0.0013""","=""350""","=""""",,"=""123664.85""","=""145300.34""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c128""",
Hf,1,"=""462.0862""","=""0.0007""","=""12000""","=""""",,"=""4567.6413""","=""26202.5501""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""5""",,"=""""","=""L21976,L16323""",
Sc,4,"=""462.0918""","=""""","=""4bl""","=""""",,"=""522307.3""","=""543942.1""","=""3s2.3p5.(2P*<3/2>).5g""","=""2[7/2]*""","=""3""","=""3s2.3p5.(2P*<3/2>).6h""","=""2[9/2]""","=""4""",,"=""""","=""L2826""",
Th,1,"=""462.10738""","=""0.00003""","=""190""","=""""",,"=""3687.987189""","=""25321.91918""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Th,1,"=""462.116283""","=""0.000009""","=""1100""","=""""",,"=""8111.004545""","=""29744.51997""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L18702""",
V,1,"=""462.1245""","=""0.0002""","=""37000""","=""""",,"=""15264.832""","=""36897.961""","=""3d3.4s2""","=""a 2H""","=""11/2""","=""3d3.(2H).4s.4p.(3P*)""","=""w 4G*""","=""9/2""",,"=""""","=""L15916""",
O,2,"=""462.1272""","=""""","=""6""","=""""",,"=""234454.634""","=""256087.746""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4f F""","=""2[2]*""","=""5/2""",,"=""""","=""L10621""",
Mg,1,"=""462.1299""","=""""","=""3""","=""""",,"=""21870.464""","=""43503.333""","=""3s.3p""","=""3P*""","=""1""","=""3s.4s""","=""1S""","=""0""",,"=""""","=""L6095""",
Mo,1,"=""462.1365""","=""""","=""100""","=""3.8e+06""",B,"=""18356.491""","=""39989.061""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""2""",,"=""T5293""","=""L10250,L3475""",
Re,1,"=""462.138""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
N,2,"=""462.139""","=""""","=""450""","=""9.04e+07""",B+,"=""148940.17""","=""170572.61""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""0""",,"=""T7333""","=""L3513""",
Kr,3,"=""462.140""","=""""","=""1h""","=""""",,"=""181263.46""","=""202895.94""","=""4s2.4p3.(2D*).4d""","=""3S*""","=""1""","=""4s2.4p3.(2D*).5p""","=""1D""","=""2""",,"=""""","=""L3356""",
Si,2,"=""462.142""","=""""","=""100""","=""1.28e+07""",D,"=""101023.05""","=""122655.37""","=""3s2.4d""","=""2D""","=""3/2""","=""3s2.7f""","=""2F*""","=""5/2""",,"=""T6527c4,LS""","=""L3541""",
Cr,1,"=""462.147""","=""0.003""","=""2""","=""""",,"=""23933.8561""","=""45566.0035""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""3""",,"=""""","=""L808""",
C,1,"=""462.15695""","=""0.00007""","=""3r""","=""2.3e-03""",C+,"=""16.4167130""","=""21648.030""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1S""","=""0""",M1,"=""T7851""","=""L12175c183""",
Pm,1,"=""462.157""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Th,1,"=""462.16555""","=""0.00004""","=""87""","=""""",,"=""13945.307389""","=""35576.5173""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Ac,1,"=""462.1690""","=""0.0006""","=""710""","=""1.5e+07""",D+,"=""9863.589""","=""31494.679""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""4F*""","=""5/2""",,"=""T10463""","=""L7344""",
Tm,1,"=""462.1716""","=""0.0005""","=""400""","=""6.9e+06""",B+,"=""17613.659""","=""39244.584""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",,"=""T6708""","=""L2006,L3475""",
Si,2,"=""462.172""","=""""","=""150""","=""1.37e+07""",D,"=""101024.35""","=""122655.25""","=""3s2.4d""","=""2D""","=""5/2""","=""3s2.7f""","=""2F*""","=""7/2""",,"=""T6527c4,LS""","=""L3541""",
V,2,"=""462.1936""","=""0.0009""","=""100""","=""""",,"=""49268.6174""","=""70898.5669""","=""3d3.(2G).4p""","=""y 3F*""","=""4""","=""3d3.(4F).5s""","=""3F""","=""4""",,"=""""","=""L10089c179""",
Nd,1,"=""462.194""","=""""","=""300""","=""5.6e+07""",,"=""2366.597""","=""23996.513""","=""4f4.6s2""","=""5I""","=""6""","=""""","=""*""","=""6""",,"=""T7227""","=""L3475""",
Cr,1,"=""462.19418""","=""0.00005""","=""220""","=""""",,"=""20523.6290""","=""42153.499""","=""3d5.(4G).4s""","=""a 5G""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""z 5H*""","=""5""",,"=""""","=""L14866""",
Co,2,"=""462.2100""","=""0.0003""","=""120""","=""1.8e+05""",E,"=""41738.15""","=""63367.333""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(4P).4p""","=""z 5P*""","=""2""",,"=""T6999""","=""L9429c118""",
V,1,"=""462.2212""","=""0.0004""","=""8200""","=""""",,"=""14909.958""","=""36538.569""","=""3d4.(3H).4s""","=""a 4H""","=""7/2""","=""3d4.(3F2).4p""","=""2G*""","=""9/2""",,"=""""","=""L15916""",
W,1,"=""462.2266""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Rb,2,"=""462.2423""","=""0.001""","=""3000c""","=""3.3e+07""",,"=""143461.977""","=""165089.580""","=""4p5.4d""","=""3P*""","=""1""","=""4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""T3743""","=""L2590""",
Cr,1,"=""462.24491""","=""0.00006""","=""83""","=""4.1e+07""",D,"=""28636.9634""","=""50264.4589""","=""3d5.(4D).4s""","=""a 3D""","=""3""","=""3d5.(4D).4p""","=""w 3D*""","=""3""",,"=""T4288""","=""L14866""",
Tc,1,"=""462.2691""","=""""","=""200c""","=""""",,"=""21920.15""","=""43546.50""","=""4d6.(3G).5s""","=""4G""","=""5/2""","=""4d6.(3F2).5p""","=""2F*""","=""5/2""",,"=""""","=""L149""",
Br,2,"=""462.270""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7392""",
Th,1,"=""462.27415""","=""0.00006""","=""29""","=""""",,"=""19588.36224""","=""41214.4938""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L5951""",
Cr,1,"=""462.27475""","=""0.00006""","=""71""","=""1.1e+07""",D,"=""24093.1182""","=""45719.2168""","=""3d4.4s2""","=""a 3P""","=""2""","=""3d5.(4P).4p""","=""y 3P*""","=""1""",,"=""T4288""","=""L14866""",
Th,2,"=""462.28537""","=""0.00024""","=""9""","=""""",,"=""20310.94225""","=""41936.5335""","=""5f.(2F*).6d2.(3F)""","=""*""","=""5/2""","=""5f2.(3F).6d""","=""""","=""3/2""",,"=""""","=""L12239""",
Cs,2,"=""462.30943""","=""0.00003""","=""35000""","=""""",,"=""141564.8730""","=""163189.3511""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L12126""",
Ti,1,"=""462.3097""","=""0.0003""","=""1500""","=""5.74e+07""",C+,"=""14028.436""","=""35652.900""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d3.(4P).4p""","=""w 5D*""","=""3""",,"=""T4922""","=""L10989""",
Th,1,"=""462.31169""","=""0.00003""","=""160""","=""""",,"=""14206.91694""","=""35831.2890""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L5951""",
W,1,"=""462.3140""","=""""","=""5""","=""""",,"=""18082.83""","=""39707.02""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Co,2,"=""462.316""","=""0.020""","=""3""","=""7.73e-01""",,"=""0.000""","=""21624.528""","=""3d8""","=""a 3F""","=""4""","=""3d7.(2G).4s""","=""a 3G""","=""5""",E2,"=""T6904""","=""L16109""",
Th,1,"=""462.31729""","=""0.00006""","=""39""","=""""",,"=""11802.93238""","=""33427.0409""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Pm,1,"=""462.331""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Th,2,"=""462.33966""","=""0.00006""","=""20""","=""""",,"=""12219.97621""","=""33843.0382""","=""6d2.(1D).7s""","=""2D""","=""3/2""","=""5f.(2F*).6d2.(1D)""","=""*""","=""3/2""",,"=""""","=""L5951""",
Th,1,"=""462.35559""","=""0.00005""","=""53""","=""""",,"=""8111.004545""","=""29733.32304""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L5951""",
W,1,"=""462.3645""","=""""","=""10""","=""""",,"=""16431.31""","=""38053.05""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Pm,1,"=""462.368""","=""""","=""700r""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
W,1,"=""462.3768""","=""""","=""3""","=""""",,"=""23930.08""","=""45551.32""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Co,2,"=""462.3791""","=""0.0003""","=""33""","=""""",,"=""68843.428""","=""90464.589""","=""3d7.(2H).4p""","=""x 3G*""","=""4""","=""3d7.(4F).4d""","=""e 5P""","=""3""",,"=""""","=""L9429c118""",
Th,2,"=""462.38911""","=""0.00004""","=""73*""","=""""",,"=""20288.5750""","=""41909.3282""","=""5f.(2F*).6d2.(1G)""","=""*""","=""11/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Th,2,"=""462.38911""","=""0.00004""","=""73*""","=""""",,"=""24982.44580""","=""46603.1906""","=""5f.(2F*).6d2.(1G)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L5951""",
Cl,1,"=""462.3938""","=""""","=""40""","=""4.5e+05""",D+,"=""74865.667""","=""96486.198""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""",,"=""T1277,T694""","=""L298""",
Th,1,"=""462.40480""","=""0.00006""","=""21""","=""""",,"=""20322.26571""","=""41942.2830""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L5951""",
S,2,"=""462.4116""","=""0.0012""","=""2400""","=""""",,"=""138509.175""","=""160128.89""","=""3s2.3p2.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p2.(3P<0>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5883""",
Th,2,"=""462.41365""","=""0.00004""","=""99""","=""""",,"=""11116.58451""","=""32736.1892""","=""5f.6d.(3G*).7s""","=""4G*""","=""7/2""","=""5f.6d.(3H*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Mo,1,"=""462.4232""","=""""","=""30""","=""1.32e+07""",B,"=""29171.107""","=""50790.261""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",,"=""T5293""","=""L10250,L3475""",
