element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Nd,2,"=""376.347""","=""""","=""376.34721+""","=""""","=""930""","=""2.18e+07""",B+,"=""1650.205""","=""28213.865""","=""4f4.(5I).6s""","=""4I""","=""9/2""","=""4f4.(5I).6p""","=""4H*""","=""7/2""",,"=""T7685""","=""L3475""",
Nb,1,"=""376.349""","=""""","=""""","=""""","=""530""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ar,2,"=""376.35041""","=""0.00005""","=""376.350501""","=""0.000006""","=""17""","=""1.78e+07""",B,"=""157234.0196""","=""183797.4473""","=""3s2.3p4.(3P).4p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""",,"=""T926""","=""L11520""",
Hf,1,"=""376.3524""","=""0.0004""","=""""","=""""","=""38""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Th,2,"=""376.35523""","=""0.00006""","=""376.355225""","=""0.000013""","=""82""","=""""",,"=""25607.1114""","=""52170.2057""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f2.(1I).6d""","=""2I""","=""11/2""",,"=""""","=""L5951""",
Fe,1,"=""376.35683""","=""0.00021""","=""376.35653""","=""0.00003""","=""520""","=""""",,"=""20037.816""","=""46600.818""","=""3d6.4s2""","=""a 3P2""","=""0""","=""3d6.(3P2).4s.4p.(3P*)""","=""z 3S*""","=""1""",,"=""""","=""L11631""",
Th,2,"=""376.35811""","=""0.00020""","=""376.358213""","=""0.000007""","=""370""","=""""",,"=""14484.32431""","=""41047.2077""","=""5f.6d.(3H*).7s""","=""2H*""","=""11/2""","=""5f.6d.(1G*).7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Ne,2,"=""376.3644""","=""0.0010""","=""376.36459""","=""0.00003""","=""80""","=""""",,"=""276276.8361""","=""302839.2693""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4F""","=""5/2""",,"=""""","=""L1406""",
Th,1,"=""376.36685""","=""0.00004""","=""376.366831""","=""0.000005""","=""150""","=""""",,"=""4961.658832""","=""31523.9340""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Mn,2,"=""376.376""","=""0.002""","=""376.3733""","=""0.0007""","=""300bl""","=""""",,"=""41182.62""","=""67744.44""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d5.(4G).4p""","=""z 3H*""","=""6""",,"=""""","=""L562""",
Fe,1,"=""376.37888""","=""0.00004""","=""376.378864""","=""0.000020""","=""590000""","=""5.44e+07""",A,"=""7985.785""","=""34547.211""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d7.(4F).4p""","=""y 5F*""","=""2""",,"=""T3548""","=""L11631""",
W,1,"=""376.3882""","=""""","=""376.3894""","=""0.0010""","=""2""","=""""",,"=""23964.67""","=""50525.35""","=""5d4.6s.(6D).6p""","=""7D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L153""",
Sn,3,"=""376.389""","=""0.024""","=""376.381""","=""0.014""","=""184""","=""""",,"=""161439.5""","=""188000.8""","=""4d10.5s.6p""","=""3P*""","=""2""","=""4d10.5s.6d""","=""3D""","=""2""",,"=""""","=""L17864""",
V,2,"=""376.3897""","=""0.0011""","=""376.38992""","=""0.00004""","=""350""","=""""",,"=""48579.9945""","=""75140.640""","=""3d3.(2G).4p""","=""y 3G*""","=""3""","=""3d3.(4F).4d""","=""3H""","=""4""",,"=""""","=""L18516""",
Hf,1,"=""376.3943""","=""0.0015""","=""376.3951""","=""0.0003""","=""150i""","=""""",,"=""20784.857""","=""47345.139""","=""5d3.(b 4P).6s""","=""a 5P""","=""1""","=""""","=""4735*""","=""2""",,"=""""","=""L16323c153""",
C,1,"=""376.3956""","=""0.0005""","=""376.3958""","=""0.0003""","=""2800""","=""""",,"=""60352.6584""","=""86912.89""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.6p""","=""1P""","=""1""",,"=""""","=""L17684""",
W,1,"=""376.3974""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Th,2,"=""376.40701""","=""0.00020""","=""376.406893""","=""0.000007""","=""49""","=""""",,"=""15349.88002""","=""41909.3282""","=""5f.6d.(3G*).7s""","=""4G*""","=""11/2""","=""5f.6d.(3F*).7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Th,1,"=""376.40891""","=""0.00014""","=""376.408839""","=""0.000007""","=""10""","=""""",,"=""10526.544406""","=""37085.8553""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L3552""",
Mg,11,"=""""","=""""","=""376.3""","=""0.3""","=""""","=""1.66e+07""",A,"=""(12691169)""","=""(12717734.5)""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""1""",,"=""T5231c4,LS""","=""""",
Ce,2,"=""376.412""","=""""","=""376.41152+""","=""""","=""680""","=""2.14e+07""",B+,"=""2879.695""","=""29438.817""","=""4f.(2F*).5d2.(3F)""","=""4H*""","=""11/2""","=""4f.5d.(3H*).6p""","=""""","=""11/2""",,"=""T8629""","=""L3475""",
Cs,2,"=""376.41660""","=""0.00014""","=""376.41644""","=""0.00003""","=""43""","=""""",,"=""152181.1184""","=""178739.8932""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).8f""","=""2[3/2]""","=""1""",,"=""""","=""L12126""",
Th,1,"=""376.41923""","=""0.00004""","=""376.419253""","=""0.000014""","=""160""","=""""",,"=""11877.839132""","=""38436.4152""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Gd,2,"=""376.420""","=""""","=""""","=""""","=""370""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""376.42079""","=""0.00021""","=""376.42081""","=""0.00003""","=""620""","=""""",,"=""17726.988""","=""44285.454""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""w 5F*""","=""2""",,"=""""","=""L11631""",
W,1,"=""376.4312""","=""""","=""376.4305""","=""0.0010""","=""20""","=""""",,"=""19827.68""","=""46385.46""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Zr,4,"=""376.4319""","=""""","=""376.4320""","=""0.0007""","=""800""","=""""",,"=""197930.43""","=""224488.11""","=""4p6.6d""","=""2D""","=""5/2""","=""4p6.6f""","=""2F*""","=""7/2""",,"=""""","=""L5042,L11645""",
Sm,2,"=""376.437""","=""""","=""""","=""""","=""1100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Zr,1,"=""376.439""","=""""","=""""","=""""","=""480""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""376.44130""","=""0.00004""","=""376.441273""","=""0.000016""","=""180""","=""""",,"=""37063.3065""","=""63620.3291""","=""5f.6d.(3H*).7p""","=""""","=""9/2""","=""""","=""*""","=""9/2 or 11/2""",,"=""""","=""L5951""",
Fe,5,"=""376.45""","=""""","=""376.453""","=""0.010""","=""m(Fe II):""","=""1.e-06""",E,"=""417.5""","=""26973.7""","=""3d4""","=""5D""","=""2""","=""3d4""","=""3F2""","=""4""",E2,"=""T9277""","=""L3453""",
Hf,1,"=""376.4528""","=""0.0004""","=""376.45238""","=""0.00011""","=""3400""","=""""",,"=""16163.3602""","=""42719.599""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""6p2.(3P).5d.(4D).6s""","=""e 3D""","=""2""",,"=""""","=""L16323""",
Mg,3,"=""376.4539""","=""""","=""376.4544""","=""""","=""8""","=""""",,"=""564664.6""","=""591220.7""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""""","=""L1434""",
U,2,"=""376.457""","=""""","=""""","=""""","=""490""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
V,1,"=""376.4574""","=""0.0002""","=""376.45736""","=""0.00007""","=""13000""","=""""",,"=""15103.784""","=""41659.672""","=""3d3.4s2""","=""a 2H""","=""9/2""","=""3d4.(3G).4p""","=""v 2H*""","=""11/2""",,"=""""","=""L15916""",
Cr,1,"=""376.4605""","=""0.002""","=""376.46256""","=""0.00010""","=""10w""","=""""",,"=""33935.613""","=""60491.134""","=""3d4.4s2""","=""c 3D""","=""2""","=""""","=""q 5D*""","=""3""",,"=""""","=""L808""",
Th,2,"=""376.46574""","=""0.00006""","=""376.465810""","=""0.000024""","=""90""","=""""",,"=""36125.3419""","=""62680.6336""","=""5f2.(3F).6d""","=""""","=""9/2""","=""""","=""*""","=""9/2""",,"=""""","=""L5951""",
Ne,2,"=""376.4710""","=""0.0010""","=""376.47097""","=""0.00003""","=""60""","=""""",,"=""276276.8361""","=""302831.7640""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",,"=""""","=""L1406""",
O,2,"=""""","=""""","=""376.4748""","=""""","=""""","=""2.18e+05""",D,"=""228747.45""","=""255302.11""","=""2s2.2p2.(1D).3p""","=""2F*""","=""7/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",,"=""T5723LS""","=""L11267""",
Pr,2,"=""376.477""","=""""","=""""","=""""","=""230""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
V,1,"=""376.4786""","=""0.0004""","=""376.47861""","=""0.00017""","=""38000""","=""""",,"=""21603.259""","=""48157.648""","=""3d4.(1G2).4s""","=""b 2G""","=""9/2""","=""3d3.(2F).4s.4p.(3P*)""","=""q 2G*""","=""9/2""",,"=""""","=""L15916""",
Cs,2,"=""376.4802""","=""0.0002""","=""376.48016""","=""0.00003""","=""1300""","=""""",,"=""129420.3739""","=""155974.6533""","=""5p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L12126""",
O,2,"=""""","=""""","=""376.483""","=""""","=""""","=""5.64e+04""",E,"=""248186.64""","=""274740.7""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",,"=""T5723LS""","=""""",
Cu,1,"=""376.4837""","=""0.0021""","=""376.4836""","=""0.0007""","=""5h""","=""""",,"=""44544.16""","=""71098.20""","=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""3/2""","=""3d9.4s.(3D).4d""","=""2D""","=""5/2""",,"=""""","=""L772""",
Mn,2,"=""376.4855""","=""0.0006""","=""376.4854""","=""0.0004""","=""30""","=""""",,"=""41190.53""","=""67744.44""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(4G).4p""","=""z 3H*""","=""6""",,"=""""","=""L562""",
Th,2,"=""376.49799""","=""0.00004""","=""376.498010""","=""0.000017""","=""100""","=""""",,"=""37277.3711""","=""63830.3917""","=""5f.6d.(3F*).7p""","=""""","=""7/2""","=""""","=""*""","=""5/2 or 7/2 or 9/2""",,"=""""","=""L5951""",
O,2,"=""""","=""""","=""376.5031""","=""""","=""""","=""3.88e+04""",C,"=""206877.865""","=""233430.53""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,"=""T6172""","=""""",
Ce,2,"=""376.504""","=""""","=""376.50440+""","=""""","=""200""","=""""",,"=""4523.033""","=""31075.603""","=""4f.5d.(3H*).6s""","=""4H*""","=""9/2""","=""4f.5d.(3G*).6p""","=""""","=""9/2""",,"=""""","=""L3475""",
Hf,1,"=""376.5046""","=""0.0004""","=""376.50424""","=""0.00014""","=""3800""","=""""",,"=""18224.981""","=""44777.562""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""4""","=""5d2.(3F).6s.(a 4F).7s""","=""d 3F""","=""4""",,"=""""","=""L16323""",
Th,1,"=""376.50670""","=""0.00014""","=""376.506707""","=""0.000007""","=""390""","=""""",,"=""11802.93238""","=""38355.3397""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L3552""",
Nb,1,"=""376.508""","=""""","=""""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Rh,1,"=""376.508""","=""""","=""376.5075""","=""""","=""2300""","=""""",,"=""5690.97""","=""32243.32""","=""4d8.(3F).5s""","=""a 2F""","=""7/2""","=""4d8.(3F).5p""","=""z 4G*""","=""5/2""",,"=""""","=""L3475""",
V,1,"=""376.5115""","=""0.0004""","=""376.51121""","=""0.00006""","=""5400""","=""""",,"=""14949.359""","=""41501.449""","=""3d4.(3H).4s""","=""a 4H""","=""9/2""","=""3d4.(3G).4p""","=""v 2H*""","=""9/2""",,"=""""","=""L15916""",
Th,2,"=""376.51291""","=""0.00020""","=""376.512566""","=""0.000014""","=""74""","=""""",,"=""19248.27026""","=""45800.2644""","=""5f.6d.(3D*).7s""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Tb,2,"=""376.5136""","=""""","=""376.5135+""","=""""","=""1700""","=""""",,"=""3440.825""","=""29992.75""","=""4f8.(7F).5d (8G).6s""","=""""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L8844""",
Tb,1,"=""376.514""","=""""","=""""","=""""","=""1700""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""376.51876""","=""0.00006""","=""376.518876""","=""0.000010""","=""74""","=""""",,"=""13088.56115""","=""39640.1103""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Fe,3,"=""376.5223""","=""0.0020""","=""376.5206""","=""0.0007""","=""9.2""","=""""",,"=""90423.78""","=""116975.21""","=""3d5.(4F).4s""","=""3F""","=""2""","=""3d5.(4P).4p""","=""5S*""","=""2""",,"=""""","=""L1171""",
Th,1,"=""376.523995""","=""0.000017""","=""376.523992""","=""0.000006""","=""1500""","=""""",,"=""8800.249723""","=""35351.4381""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
Ar,2,"=""376.52697""","=""0.00001""","=""376.526969""","=""0.000005""","=""186""","=""9.8e+07""",D,"=""155043.1619""","=""181594.1404""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""",,"=""T1240""","=""L11520""",
Sr,4,"=""376.5295""","=""0.002""","=""376.5305""","=""0.0010""","=""2""","=""""",,"=""349952.33""","=""376503.06""","=""4s2.4p4.(3P<2>).6p""","=""2[2]*""","=""5/2""","=""4s2.4p4.(3P<2>).6d""","=""2[2]""","=""3/2""",,"=""""","=""L4311""",
W,1,"=""376.5302""","=""""","=""376.5302""","=""0.0010""","=""6""","=""""",,"=""23982.80""","=""50533.55""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
Th,1,"=""376.541244""","=""0.000014""","=""376.541233""","=""0.000003""","=""2400""","=""""",,"=""2869.259165""","=""29419.23183""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
S,2,"=""""","=""""","=""376.5440""","=""0.0004""","=""""","=""1.26e+03""",E',"=""114200.551""","=""140750.328""","=""3s2.3p2.(3P).3d""","=""4D""","=""3/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""3/2""",,"=""T3186c85""","=""""",
Nb,4,"=""376.5487""","=""0.0005""","=""376.5486""","=""0.0011""","=""50000""","=""5.7e+07""",C+,"=""225797.08""","=""252346.53?""","=""4d.6d""","=""3P""","=""2""","=""4d.6f""","=""3D*""","=""3""",,"=""T2192""","=""L12094""",
Th,2,"=""376.55350""","=""0.00020""","=""376.553513""","=""0.000009""","=""200""","=""""",,"=""13818.33810""","=""40367.4450""","=""5f.6d.(3F*).7s""","=""*""","=""7/2""","=""5f.6d.(3G*).7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Fe,1,"=""376.55387""","=""0.00004""","=""376.55384""","=""0.00004""","=""115000""","=""9.51e+07""",B+,"=""26105.908""","=""52654.992""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d7.(2H).4p""","=""y 3I*""","=""7""",,"=""T5720""","=""L11631""",
Hf,1,"=""376.5558""","=""0.0004""","=""376.555602""","=""0.000023""","=""3800""","=""""",,"=""6572.5498""","=""33121.5094""","=""5d2.6s2""","=""a 3P""","=""1""","=""5d2.(a 3P).6s.(a 4P).6p""","=""z 5P*""","=""2""",,"=""""","=""L16323""",
Cr,2,"=""376.55851""","=""0.00003""","=""376.558480""","=""0.000016""","=""25""","=""""",,"=""25035.3437""","=""51584.1004""","=""3d5""","=""b 4D""","=""1/2""","=""3d4.(5D).4p""","=""z 4F*""","=""3/2""",,"=""""","=""L18847""",
Ti,1,"=""376.5606""","=""0.0006""","=""376.56063""","=""0.00016""","=""6""","=""""",,"=""21469.488""","=""48018.093""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).5d""","=""h 5G""","=""4""",,"=""""","=""L10989""",
V,1,"=""376.5632""","=""0.0002""","=""376.56310""","=""0.00010""","=""19000""","=""""",,"=""18372.462""","=""44920.893""","=""3d3.(4F).4s.4p.(3P*)""","=""z 6F*""","=""7/2""","=""3d3.4s.(5F).4d""","=""g 6D""","=""5/2""",,"=""""","=""L15916""",
Xe,2,"=""376.566""","=""""","=""376.5664+""","=""""","=""0""","=""""",,"=""123254.60""","=""149802.80""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(1D<2>).7s""","=""2[2]""","=""3/2""",,"=""""","=""L6991""",
Cr,1,"=""376.569""","=""0.002""","=""376.5691""","=""0.0004""","=""2""","=""""",,"=""31008.9708""","=""57556.98""","=""3d5.(2D3).4s""","=""b 3D""","=""3""","=""3d5.(2F1).4p""","=""t 3G*""","=""3""",,"=""""","=""L808""",
Th,1,"=""376.56972""","=""0.00004""","=""376.569717""","=""0.000007""","=""110""","=""""",,"=""13945.307389""","=""40493.2719""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Fe,2,"=""376.56997""","=""0.00007""","=""376.56985""","=""0.00004""","=""210bl(Fe I)""","=""""",,"=""78690.860""","=""105238.815""","=""3d6.(1D2).4p""","=""w 2D*""","=""5/2""","=""3d6.(3P2).4d""","=""2D""","=""5/2""",,"=""""","=""L18349c148""",
Fe,1,"=""376.5700""","=""0.0003""","=""376.56981""","=""0.00004""","=""1070bl""","=""2.36e+06""",C+,"=""26351.040""","=""52898.998""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d7.(2H).4p""","=""y 3I*""","=""5""",,"=""T5720""","=""L11631""",
Pm,1,"=""376.575""","=""""","=""""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Ne,1,"=""376.5819""","=""0.0020""","=""376.583956""","=""0.000020""","=""50f""","=""""",,"=""135888.7173""","=""162435.6780""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",UT,"=""""","=""L3469""",
Xe,3,"=""376.585""","=""0.005""","=""376.5848+""","=""""","=""14""","=""""",,"=""151482.43""","=""178029.33""","=""5s2.5p3.(2P*).6s""","=""3P*""","=""1""","=""5s2.5p3.(2P*).6p""","=""3P""","=""1""",,"=""""","=""L10579""",
Kr,2,"=""376.588""","=""""","=""376.5878+""","=""""","=""2H""","=""""",,"=""152239.19""","=""178785.88""","=""4s2.4p4.(1D).5p""","=""2P*""","=""1/2""","=""4s2.4p4.(3P).7s""","=""2P""","=""1/2""",,"=""""","=""L7386""",
Eu,2,"=""376.593""","=""""","=""""","=""""","=""95""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
O,4,"=""""","=""""","=""376.598""","=""""","=""""","=""4.84e+06""",B,"=""547355""","=""573901""","=""2s.2p.(1P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4s""","=""2P*""","=""3/2""",,"=""T5109LS""","=""""",
Th,1,"=""376.60422""","=""0.00006""","=""376.604240""","=""0.000006""","=""60""","=""""",,"=""8243.602091""","=""34789.1330""","=""5f.6d.7s2""","=""3F*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Mn,1,"=""""","=""""","=""376.6050""","=""""","=""""","=""4.5e+06""",E,"=""31076.42""","=""57621.90""","=""3d5.(6S).4s.4p.(3P*)""","=""z 4P*""","=""3/2""","=""3d6.(5D).5s""","=""f 4D""","=""3/2""",,"=""T1117""","=""""",
Cs,2,"=""376.6079""","=""0.0004""","=""376.6080""","=""0.0006""","=""60""","=""""",,"=""156585.7450""","=""183131.01""","=""5p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""","=""5p5.(2P*<3/2>).11g""","=""2[11/2]*""","=""5""",,"=""""","=""L12126""",
Th,1,"=""376.60809""","=""0.00003""","=""376.608087""","=""0.000005""","=""420""","=""""",,"=""11197.031257""","=""37742.2910""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L5951""",
Fe,1,"=""376.60885""","=""0.00011""","=""376.608864""","=""0.000020""","=""1380""","=""7.7e+05""",E,"=""20874.482""","=""47419.687""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""1D*""","=""2""",,"=""T2578n""","=""L11631""",
Th,1,"=""376.61099""","=""0.00004""","=""376.610961""","=""0.000006""","=""130""","=""""",,"=""14032.085336""","=""40577.1425""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Ar,2,"=""376.61182""","=""0.00001""","=""376.611839""","=""0.000006""","=""91""","=""7.4e+06""",B,"=""145668.8845""","=""172213.8798""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""",,"=""T926""","=""L11520""",
Nb,1,"=""376.613""","=""""","=""""","=""""","=""250""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""376.61379""","=""0.00004""","=""376.613878""","=""0.000010""","=""130""","=""""",,"=""12114.36618""","=""38659.2178""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Ne,2,"=""376.6259""","=""0.0003""","=""376.626129""","=""0.000020""","=""200""","=""2.9e+07""",D,"=""219648.4248""","=""246192.4130""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""",,"=""T867LS""","=""L1406""",
Sr,4,"=""376.6296""","=""0.002""","=""376.6288""","=""0.0010""","=""10""","=""""",,"=""358151.51""","=""384695.31""","=""4s2.4p4.(3P<1>).6p""","=""2[0]*""","=""1/2""","=""4s2.4p4.(3P<1>).6d""","=""2[1]""","=""1/2""",,"=""""","=""L4311""",
Os,1,"=""376.630""","=""""","=""""","=""""","=""130""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
V,1,"=""376.63975""","=""0.00018""","=""376.63978""","=""0.00004""","=""38000""","=""""",,"=""14949.359""","=""41492.385&dagger;""","=""3d4.(3H).4s""","=""a 4H""","=""9/2""","=""3d4.(3G).4p""","=""t 4F*""","=""7/2""",,"=""""","=""L15916""",
Pt,2,"=""376.64273""","=""0.00014""","=""376.64292""","=""0.00009""","=""24""","=""""",,"=""34647.266""","=""61190.0708""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""",,"=""""","=""L10146""",
Ti,1,"=""376.64415""","=""0.00017""","=""376.64419""","=""0.00009""","=""13""","=""""",,"=""8492.422""","=""35035.137""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""x 1D*""","=""2""",,"=""""","=""L10989""",
Th,1,"=""376.64471""","=""0.00003""","=""376.644691""","=""0.000006""","=""330""","=""""",,"=""11241.73043""","=""37784.4105""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Re,1,"=""376.648""","=""""","=""""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""376.6576""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Nd,2,"=""376.659""","=""""","=""376.65853+""","=""""","=""300""","=""""",,"=""10980.540""","=""37522.245""","=""4f3.(4I*).5d2.(3F)""","=""6M*""","=""17/2""","=""4f3.(4I*).5d (5L*).6p""","=""6M""","=""17/2""",,"=""""","=""L3475""",
