element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ta,1,"=""373.1017""","=""""","=""130""","=""5.3e+05""",C+,"=""0.00""","=""26794.76""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""5d3.6s.(5F).6p""","=""z 6D*""","=""5/2""",,"=""T4976""","=""L7593,L3475""",
V,1,"=""373.1028""","=""0.0002""","=""27000""","=""""",,"=""18126.250""","=""44920.893""","=""3d3.(4F).4s.4p.(3P*)""","=""z 6D*""","=""3/2""","=""3d3.4s.(5F).4d""","=""g 6D""","=""5/2""",,"=""""","=""L15916""",
Mn,2,"=""373.114""","=""0.0015""","=""1""","=""""",,"=""54938.213""","=""81732.02""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d5.(2D).4p""","=""x 3D*""","=""1""",,"=""""","=""L562""",
Cu,2,"=""373.11462""","=""0.00013""","=""170""","=""""",,"=""120092.3828""","=""146886.1667""","=""3d9.(2D<5/2>).5p""","=""2[3/2]*""","=""2""","=""3d9.(2D<3/2>).7s""","=""2[3/2]""","=""1""",,"=""""","=""L869c171""",
Xe,2,"=""373.118""","=""""","=""20""","=""""",,"=""105947.55""","=""132741.15""","=""5s2.5p4.(3P<2>).5d""","=""2[0]""","=""1/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""1/2""",,"=""""","=""L6925""",
Zr,2,"=""373.126""","=""""","=""270""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Er,2,"=""373.126""","=""""","=""450""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sm,2,"=""373.126""","=""""","=""2100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,1,"=""373.1320""","=""""","=""*""","=""""",,"=""85846.7046""","=""112639.242""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20f""","=""2[3/2]""","=""1""",,"=""""","=""L7266""",
Kr,1,"=""373.1320""","=""""","=""*""","=""""",,"=""85846.7046""","=""112639.295""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20f""","=""2[3/2]""","=""2""",,"=""""","=""L7266""",
Kr,1,"=""373.1320""","=""""","=""*""","=""""",,"=""85846.7046""","=""112639.682""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).20f""","=""2[5/2]""","=""2""",,"=""""","=""L7266""",
Th,2,"=""373.13471""","=""0.00004""","=""100""","=""""",,"=""33209.3969""","=""60001.7576""","=""5f.7s.(3F*).7p""","=""""","=""7/2""","=""""","=""*""","=""7/2""",,"=""""","=""L5951""",
Th,2,"=""373.13540""","=""0.00019""","=""96""","=""""",,"=""10673.13832""","=""37465.4599""","=""5f.6d.(3F*).7s""","=""*""","=""5/2""","=""5f.6d.(3F*).7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Fe,1,"=""373.13734""","=""0.00004""","=""7400""","=""3.37e+06""",B,"=""21038.987""","=""47831.153""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""2""",,"=""T4293""","=""L11631""",
Th,1,"=""373.13766""","=""0.00004""","=""96""","=""""",,"=""12847.96912""","=""39640.1103""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Ho,1,"=""373.140""","=""""","=""1100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""373.14237""","=""0.00003""","=""220""","=""""",,"=""15144.73767""","=""41936.5335""","=""5f.6d.(3P*).7s""","=""*""","=""3/2""","=""5f2.(3F).6d""","=""""","=""3/2""",,"=""""","=""L5951""",
W,1,"=""373.1461""","=""""","=""2""","=""""",,"=""15460.01""","=""42251.51""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""373.1532""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
V,2,"=""373.1576""","=""0.0003""","=""1000""","=""""",,"=""46740.0100""","=""73530.7114""","=""3d3.(4P).4p""","=""z 3P*""","=""2""","=""3d3.(4F).4d""","=""3D""","=""3""",,"=""""","=""L18516""",
Nb,4,"=""373.1599""","=""0.0005""","=""8000""","=""1.7e+07""",C,"=""195422.41""","=""222212.99""","=""4d.6p""","=""3P*""","=""1""","=""4d.6d""","=""3F""","=""2""",,"=""T2192""","=""L12094""",
V,2,"=""373.1605""","=""0.0018""","=""390D""","=""""",,"=""20089.6495""","=""46879.9114""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d3.(4P).4p""","=""z 5P*""","=""2""",,"=""""","=""L10089c179""",
11B,1,"=""373.1615""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66830.086""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.34p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Cr,1,"=""373.164""","=""0.004""","=""3w""","=""""",,"=""31377.8624""","=""58167.82""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d5.(2F1).4p""","=""s 3F*""","=""4""",,"=""""","=""L808""",
Kr,2,"=""373.167""","=""""","=""2h""","=""""",,"=""140161.462""","=""166951.56""","=""4s2.4p4.(3P).5p""","=""4D*""","=""1/2""","=""4s2.4p4.(3P).5d""","=""2P""","=""1/2""",,"=""""","=""L7386""",
Tc,1,"=""373.1735""","=""""","=""500""","=""""",,"=""16287.79""","=""43077.33""","=""4d5.5s2""","=""4G""","=""7/2""","=""4d6.(3G).5p""","=""2F*""","=""7/2""",,"=""""","=""L149""",
W,1,"=""373.1818""","=""""","=""1""","=""""",,"=""23930.08""","=""50718.90""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
Re,1,"=""373.187""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pt,1,"=""373.18721""","=""0.00020""","=""21s""","=""""",,"=""37590.5647""","=""64379.150""","=""5d9.6p""","=""3F*""","=""4""","=""5d8.(3F<4>).6s.6d""","=""b (4,?)""","=""5""",,"=""""","=""L11529""",
Sr,1,"=""373.1926""","=""0.0005""","=""180""","=""""",,"=""18218.784""","=""45006.98""","=""5s.4d""","=""3D""","=""2""","=""5s.11f""","=""3F*""","=""3""",,"=""""","=""L4447""",
Mn,1,"=""373.193""","=""""","=""130""","=""1.0e+08""",D,"=""34423.27""","=""61211.43""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d5.(2I).4s.4p.(3P*)""","=""y 4I*""","=""9/2""",,"=""T1117""","=""L3475""",
Al,2,"=""373.1952""","=""""","=""10""","=""4.95e+06""",C+,"=""105427.52""","=""132215.517""","=""3s.4p""","=""3P*""","=""0""","=""3s.6s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L4575""",
V,2,"=""373.1970""","=""0.0007""","=""1500""","=""7.8e+06""",B,"=""19902.609""","=""46690.4958""","=""3d4""","=""a 1S2""","=""0""","=""3d3.(4P).4p""","=""y 5D*""","=""1""",,"=""T9616n""","=""L10089c179""",
V,1,"=""373.20156""","=""0.00018""","=""1000000""","=""""",,"=""20606.467""","=""47394.026""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4D*""","=""1/2""","=""47394e""","=""4F""","=""3/2""",,"=""""","=""L15916""",
Cr,1,"=""373.20282""","=""0.00003""","=""140""","=""1.6e+05""",C+,"=""0.0000""","=""26787.4640""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",,"=""T4913""","=""L14866""",
Pu,2,"=""373.203""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u1""",
Ne,3,"=""373.204""","=""""","=""90bl""","=""1.2e+07""",D,"=""471233.53""","=""498020.88""","=""2s2.2p3.(2D*).4p""","=""3D""","=""1""","=""2s2.2p3.(2D*).5s""","=""3D*""","=""2""",,"=""T8046""","=""L10704""",
V,1,"=""373.2060""","=""0.0003""","=""87000""","=""""",,"=""9824.626""","=""36611.845""","=""3d3.4s2""","=""a 4P""","=""5/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""x 4P*""","=""5/2""",,"=""""","=""L15916""",
Ho,1,"=""373.209""","=""""","=""360""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""373.2093""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Zr,3,"=""373.2115""","=""""","=""600""","=""3.62e+08""",,"=""121280.57""","=""148067.44""","=""4d.4f""","=""3F*""","=""4""","=""4d.(2D<5/2>).5g""","=""2[9/2]""","=""5""",,"=""T6869""","=""L9267""",
Eu,1,"=""373.220""","=""""","=""21""","=""""",,"=""14067.86""","=""40854.11""","=""4f7.(8S*).6s.6p.(3P*)""","=""z 10P""","=""7/2""","=""4f7.(8S*).6p2.(3P)""","=""f 10P*""","=""9/2""",,"=""""","=""L7586,L3475""",
Re,1,"=""373.228""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Gd,1,"=""373.232""","=""""","=""270""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cs,2,"=""373.2331""","=""0.0004""","=""76""","=""""",,"=""156124.4521""","=""182909.774""","=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).13d""","=""2[7/2]*""","=""3""",,"=""""","=""L12126""",
Ne,2,"=""373.2346""","=""0.0010""","=""60""","=""""",,"=""280989.5229""","=""307774.6858""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L1406""",
C,1,"=""373.2349""","=""0.0005""","=""5000""","=""""",,"=""61981.83211""","=""88767.03""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.(2P*<1/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L17684""",
Cm,1,"=""373.235""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3587""",
Tb,2,"=""373.239""","=""""","=""430""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""373.23961""","=""0.00004""","=""74000""","=""2.69e+07""",B+,"=""17726.988""","=""44511.812""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d7.(4P).4p""","=""y 5S*""","=""2""",,"=""T5720""","=""L11631""",
Gd,2,"=""373.245""","=""""","=""230""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
11B,1,"=""373.2465""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66823.985""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.33p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Th,2,"=""373.24730""","=""0.00020""","=""23""","=""""",,"=""33209.3969""","=""59993.669""","=""5f.7s.(3F*).7p""","=""""","=""7/2""","=""5f2.7p? ""","=""*""","=""9/2""",,"=""""","=""L2372""",
W,1,"=""373.2541""","=""""","=""20""","=""""",,"=""22852.80""","=""49636.52""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Cs,2,"=""373.25561""","=""0.00008""","=""13000""","=""""",,"=""126527.5324""","=""153311.2074""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L12126""",
Kr,2,"=""373.261""","=""""","=""15h""","=""""",,"=""135781.264""","=""162564.41""","=""4s2.4p4.(3P).5p""","=""4P*""","=""1/2""","=""4s2.4p4.(3P).5d""","=""4D""","=""1/2""",,"=""""","=""L7386""",
U,2,"=""373.262""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""373.263""","=""0.004""","=""3w""","=""""",,"=""31364.2327""","=""58147.845""","=""3d5.(4F).4s""","=""a 5F""","=""3""","=""3d4.4s.5p""","=""r 5D*""","=""3""",,"=""""","=""L808""",
Xe,4,"=""373.266""","=""0.001""","=""12""","=""""",,"=""169001.5""","=""195784.6""","=""5s2.5p2.(3P).5d""","=""2D""","=""5/2""","=""5s2.5p2.(3P).4f""","=""4D*""","=""3/2""",,"=""""","=""L11502""",
Gd,1,"=""373.267""","=""""","=""230""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""373.26790""","=""0.00020""","=""71""","=""""",,"=""14545.55724""","=""41328.3497""","=""5f.6d.(3D*).7s""","=""4D*""","=""5/2""","=""5f.6d.(3F*).7p""","=""""","=""5/2""",,"=""""","=""L2372""",
Mo,1,"=""373.2709""","=""""","=""180""","=""6.2e+06""",B,"=""16783.856""","=""43566.437""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""""","=""3.4*""","=""5""",,"=""T5293""","=""L10250""",
Th,2,"=""373.27360""","=""0.00020""","=""47""","=""""",,"=""20120.15582""","=""46902.5368""","=""5f.(2F*).6d2.(3P)""","=""*""","=""5/2""","=""5f2.6d+5f.6d.7p""","=""""","=""5/2""",,"=""""","=""L2372""",
V,2,"=""373.274744""","=""0.000022""","=""66000""","=""2.58e+07""",B+,"=""12621.4857""","=""39403.7873""","=""3d4""","=""a 3H""","=""5""","=""3d3.(4F).4p""","=""z 3G*""","=""4""",,"=""T9616n""","=""L18516""",
Ne,2,"=""373.2775""","=""0.0020""","=""12w""","=""3.0e+06""",D,"=""254164.9888""","=""280947.0768""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",,"=""T380""","=""L1406""",
Nd,2,"=""373.278""","=""""","=""270""","=""""",,"=""13911.620""","=""40693.900""","=""4f3.(4I*).5d (5K*).6s""","=""6L*""","=""17/2""","=""4f3.5d.6p""","=""""","=""19/2""",,"=""""","=""L3475""",
Kr,2,"=""373.295""","=""""","=""6""","=""""",,"=""109000.36""","=""135781.264""","=""4s.4p6""","=""2S""","=""1/2""","=""4s2.4p4.(3P).5p""","=""4P*""","=""1/2""",,"=""""","=""L8549""",
Th,1,"=""373.298530""","=""0.000020""","=""940""","=""""",,"=""10526.544406""","=""37307.1417""","=""5f.6d.7s2""","=""3G*""","=""3""","=""6d4""","=""""","=""3""",,"=""""","=""L5951""",
Hf,1,"=""373.2990""","=""0.0010""","=""81""","=""""",,"=""15673.341""","=""42453.760""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d2.(a 1G).6s.(a 2G).6p""","=""y 1G*""","=""4""",,"=""""","=""L16323""",
W,1,"=""373.3016""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Mo,1,"=""373.3024""","=""""","=""120""","=""1.45e+07""",B,"=""21618.630""","=""48398.946""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d5.(2F).5p""","=""v 3F*""","=""3""",,"=""T5293""","=""L10250,L3475""",
Pr,2,"=""373.303""","=""""","=""120c""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
U,2,"=""373.307""","=""""","=""350""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Gd,2,"=""373.308""","=""""","=""510""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""373.31912""","=""0.00011""","=""1860""","=""""",,"=""20641.110""","=""47420.228""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""5""",,"=""""","=""L11631""",
W,2,"=""373.33003""","=""""","=""2""","=""""",,"=""41583.988""","=""68362.322""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
Fe,1,"=""373.33173""","=""0.00004""","=""1000000""","=""6.48e+06""",B+,"=""888.132""","=""27666.348""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""",,"=""T5720""","=""L11631""",
Ti,1,"=""373.3321""","=""0.0006""","=""5""","=""""",,"=""22081.189""","=""48859.350""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1D*""","=""2""","=""3d2.4p2""","=""h 5D""","=""1""",,"=""""","=""L10989""",
Ar,2,"=""373.337""","=""0.004""","=""1h,bl""","=""""",,"=""159393.3850""","=""186171.3330""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""",,"=""""","=""L14821""",
P,4,"=""373.3393""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4144""",
11B,1,"=""373.3402""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66817.263""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.32p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Mo,1,"=""373.3406""","=""""","=""80""","=""2.80e+07""",B,"=""30113.151""","=""56890.730""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""105*""","=""6""",,"=""T5293""","=""L10250,L3475""",
Cr,1,"=""373.34368""","=""0.00010""","=""6""","=""""",,"=""24282.3486""","=""51059.7045""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d4.(3G).4s.4p.(3P*)""","=""w 3F*""","=""4""",,"=""""","=""L14866""",
Th,1,"=""373.35011""","=""0.00014""","=""25""","=""""",,"=""10526.544406""","=""37303.4367""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L3552""",
Sc,1,"=""373.3503""","=""0.0007""","=""2""","=""""",,"=""16141.0012""","=""42917.840""","=""3d.4s.(3D).4p""","=""4D*""","=""5/2""","=""3d3""","=""2D1""","=""5/2""",,"=""""","=""L4189c12""",
V,2,"=""373.3620""","=""0.0004""","=""470""","=""""",,"=""20280.2493""","=""47056.321""","=""3d3.(2H).4s""","=""b 3H""","=""5""","=""3d3.(2G).4p""","=""z 3H*""","=""4""",,"=""""","=""L18516""",
W,1,"=""373.3670""","=""""","=""6""","=""""",,"=""28233.44""","=""55009.22""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
Th,1,"=""373.367231""","=""0.000017""","=""1400""","=""""",,"=""8111.004545""","=""34886.6736""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L5951""",
Ti,1,"=""373.37733""","=""0.00017""","=""12""","=""""",,"=""16817.160""","=""43592.1203""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d3.(4F).4d""","=""5G""","=""2""",,"=""""","=""L10989""",
Hf,1,"=""373.3786""","=""0.0004""","=""41000""","=""9.14e+06""",B+,"=""4567.6413""","=""31342.5275""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(a 3P).6s.(a 4P).6p""","=""y 5D*""","=""3""",,"=""T5346""","=""L21976,L16323""",
Cr,1,"=""373.385""","=""0.002""","=""10""","=""""",,"=""31393.2968""","=""58167.82""","=""3d5.(4F).4s""","=""a 5F""","=""5""","=""3d5.(2F1).4p""","=""s 3F*""","=""4""",,"=""""","=""L808""",
Al,2,"=""373.3908""","=""""","=""20""","=""1.48e+07""",C+,"=""105441.50""","=""132215.517""","=""3s.4p""","=""3P*""","=""1""","=""3s.6s""","=""3S""","=""1""",,"=""T6298c4,LS""","=""L4575""",
Bi,4,"=""373.4""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3364""",
W,1,"=""373.4030""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Tm,2,"=""373.412""","=""""","=""2400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""373.41281""","=""0.00020""","=""23""","=""""",,"=""23697.6574""","=""50470.0348""","=""5f.(2F*).6d2.(3P)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Cu,1,"=""373.4180""","=""0.0021""","=""200h""","=""""",,"=""44406.32""","=""71178.18""","=""3d9.(2D).4s.4p.(3P*)""","=""4D*""","=""5/2""","=""3d9.4s.(3D).4d""","=""4P""","=""5/2""",,"=""""","=""L772""",
Th,2,"=""373.42320""","=""0.00020""","=""23""","=""""",,"=""14275.57661""","=""41047.2077""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""9/2""","=""5f.6d.(1G*).7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Cr,1,"=""373.4254""","=""0.0010""","=""3""","=""""",,"=""33906.539""","=""60678.06""","=""3d4.4s2""","=""c 3D""","=""1""","=""3d5.(2D1).4p""","=""s 3D*""","=""1""",,"=""""","=""L808""",
V,1,"=""373.4272""","=""0.0003""","=""57000""","=""""",,"=""9637.039""","=""36408.402""","=""3d3.4s2""","=""a 4P""","=""3/2""","=""3d3.(4P).4s.4p.(3P*)""","=""y 4S*""","=""3/2""",,"=""""","=""L15916""",
Cs,3,"=""373.4357""","=""0.0004""","=""140000""","=""1.34e+08""",,"=""156698.493""","=""183469.263""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""5/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",,"=""T8611""","=""L14869""",
H,1,"=""373.4369""","=""0.0006""","=""6000""","=""1.8927e+04""",AAA,"=""82259.158""","=""[109029.7913]""","=""2""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""L7436c29""",
W,1,"=""373.4394""","=""""","=""5w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
V,1,"=""373.44005""","=""0.00015""","=""480000""","=""""",,"=""18805.048""","=""45575.494""","=""3d4.(3P2).4s""","=""b 2P""","=""1/2""","=""45575o""","=""2D*""","=""3/2""",,"=""""","=""L15916""",
Pr,2,"=""373.441""","=""""","=""210c""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""373.44142""","=""0.00020""","=""23""","=""""",,"=""21682.74765""","=""48453.1119""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L2372""",
11B,1,"=""373.4428""","=""0.0003""","=""""","=""""",,"=""40039.656""","=""66809.906""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.31p""","=""2P*""","=""1/2""",,"=""""","=""L11913""",
Ac,2,"=""373.4470""","=""0.0006""","=""760h""","=""3.68e+07""",C+,"=""31174.565""","=""57944.517""","=""5f.7s""","=""1F*""","=""3""","=""5f.7p""","=""3F""","=""3""",,"=""T10463""","=""L7344""",
C,1,"=""373.4509""","=""0.0005""","=""2800""","=""""",,"=""60333.4476""","=""87103.134""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.6p""","=""3P""","=""1""",,"=""""","=""L17684""",
Cr,1,"=""373.452""","=""0.002""","=""4""","=""""",,"=""28682.2050""","=""55451.67""","=""3d5.(4D).4s""","=""a 3D""","=""2""","=""3d4.(3D).4s.4p.(3P*)""","=""v 3D*""","=""3""",,"=""""","=""L808""",
Th,2,"=""373.45661""","=""0.00020""","=""71""","=""""",,"=""15453.03596""","=""42222.3019""","=""5f.6d.(3D*).7s""","=""4D*""","=""7/2""","=""5f2.6d+5f.6d.7p""","=""""","=""7/2""",,"=""""","=""L2372""",
Al,2,"=""373.4567""","=""""","=""3""","=""""",,"=""121483.50""","=""148253.08""","=""3s.4d""","=""3D""","=""3""","=""3s.11f""","=""3F*""","=""4""",,"=""""","=""L3471""",
Th,2,"=""373.45976""","=""0.00003""","=""330""","=""""",,"=""4490.26167""","=""31259.2967""","=""5f.7s2""","=""2F*""","=""5/2""","=""5f.6d.(3F*).7p""","=""""","=""5/2""",,"=""""","=""L5951""",
Th,1,"=""373.46633""","=""0.00006""","=""55""","=""""",,"=""18069.065569""","=""44837.6347""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Yb,1,"=""373.469""","=""""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""373.46974""","=""0.00006""","=""79""","=""""",,"=""30310.2078""","=""57078.5309""","=""5f.(2F*).6d2.(1G)""","=""*""","=""11/2""","=""5f2.6d+5f.6d.7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Al,2,"=""373.4715""","=""""","=""2*""","=""""",,"=""121483.92""","=""148252.52""","=""3s.4d""","=""3D""","=""2""","=""3s.11f""","=""3F*""","=""3""",,"=""""","=""L3471""",
Al,2,"=""373.4715""","=""""","=""2*""","=""""",,"=""121484.252""","=""148252.37""","=""3s.4d""","=""3D""","=""1""","=""3s.11f""","=""3F*""","=""2""",,"=""""","=""L3471""",
W,1,"=""373.4757""","=""""","=""4w""","=""""",,"=""27889.68""","=""54657.56""","=""5d5.(6S).6p""","=""7P*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L153""",
Ir,1,"=""373.4770""","=""""","=""280""","=""2.79e+06""",B,"=""7106.61""","=""33874.43""","=""5d8.(3F).6s""","=""b 4F""","=""7/2""","=""5d7.6s.(5F).6p""","=""z 6F*""","=""7/2""",,"=""T4422,T7959""","=""L7593""",
Ti,1,"=""373.48091""","=""0.00017""","=""11""","=""""",,"=""11776.812""","=""38544.316""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(2G).4p""","=""t 3F*""","=""3""",,"=""""","=""L10989""",
Fe,1,"=""373.48636""","=""0.00004""","=""r""","=""9.01e+07""",A,"=""6928.268""","=""33695.397""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d7.(4F).4p""","=""y 5F*""","=""5""",,"=""T3548""","=""L11631""",
Sn,3,"=""373.488""","=""0.024""","=""168*""","=""""",,"=""179343.62""","=""206110.4""","=""4d10.4f.5s""","=""3F*""","=""3""","=""4d10.5s.5g""","=""3G""","=""4""",,"=""""","=""L17864""",
Sn,3,"=""373.488""","=""0.024""","=""168*""","=""""",,"=""179343.62""","=""206110.4""","=""4d10.4f.5s""","=""3F*""","=""3""","=""4d10.5s.5g""","=""3G""","=""3""",,"=""""","=""L17864""",
Ne,2,"=""373.493884""","=""0.000020""","=""180""","=""1.9e+07""",D,"=""219648.4248""","=""246415.0144""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4P*""","=""3/2""",,"=""T867LS""","=""L5951""",
